更新时间,#genre#
20250109-20-34-19,url


RespoTime,whitelist,#genre#
249.10ms,东方影视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9739&tk=7877e7cc41c7
249.15ms,上海都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4088&tk=97475bb89d45
249.17ms,都是兄弟DJ,https://vd2.bdstatic.com/mda-nad5ctdnq3w1zssn/hd/cae_h264_delogo/1642142912024126404/mda-nad5ctdnq3w1zssn.mp4
249.25ms,东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2684&tk=7877e7cc41c7
249.26ms,北京-CRINewsPlusAM846,http://sk.cri.cn/am846.m3u8
249.33ms,CCTV14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1682&tk=97475bb89d45
249.42ms,CCTV12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9457&tk=e503191f8e20
249.58ms,MBC 1 USA (1080p),https://shls-mbc1na-prod-dub.shahid.net/out/v1/84ab37e99d6e4b16b33c6600f94f6ccb/index.m3u8
249.64ms,上错轿车找对郎,https://video2.51daao.com/btt1/2022/10/20221005/YJHohH5g/index.m3u8
249.65ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6060&tk=2aca1ad9a849
249.78ms,ZooMoo,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9291&tk=97475bb89d45
249.84ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6085&tk=7877e7cc41c7
249.88ms,东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4588&tk=7877e7cc41c7
249.91ms,AXN,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7662&tk=7877e7cc41c7
249.99ms,骚穴女长官,https://video2.51daao.com/btt1/2022/01/20220118/ar1PjcWe/index.m3u8
250.09ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5730&tk=2aca1ad9a849
250.14ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5243&tk=97475bb89d45
250.17ms,CCTV高尔夫网球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2028&tk=97475bb89d45
250.19ms,[BD]cctv15,https://stream1.freetv.fun/ipv6-cctv15-41.m3u8
250.25ms,新昌新闻综合,https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
250.39ms,负心的你,https://vd4.bdstatic.com:443/mda-mcbs0hpjpkpwethe/1080p/h264_cae/1620492489548087433/mda-mcbs0hpjpkpwethe.mp4
250.40ms,CCTV2,http://iptv.887979.xyz/ysptp/cctv2.m3u8
250.48ms,Whittier CityTV (Whittier CA) (720p),https://whittier.cablecast.tv/live/stream-1/live.m3u8
250.48ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8285&tk=97475bb89d45
250.53ms,MAV Select CANADA,https://d70mb4nkspm3g.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-vvwqo3j029lz0/playlist.m3u8
250.58ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6089&tk=97475bb89d45
250.79ms,东方财经,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2276&tk=7d4ad8f156e3
250.80ms,DJ音乐24,https://vd2.bdstatic.com/mda-ndg1w6tqf2t511dd/480p/h264_delogo/1650158717653584279/mda-ndg1w6tqf2t511dd.mp4
250.87ms,东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2552&tk=7877e7cc41c7
250.93ms,云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2966&tk=97475bb89d45
251.01ms,CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0359&tk=97475bb89d45
251.08ms,CCTV4欧洲,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=265667313&sign=e81c8197c7fc7f5e58952b34d3994547
251.19ms,playboy plus,http://rhsbjv7k.tvclub.xyz/iptv/4628FRVFBAMNVW/6242/index.m3u8
251.20ms,Plus即时,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
251.44ms,cgtnar-高码,http://iptv.887979.xyz/ysptp/cgtnar.m3u8
251.48ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9590&tk=7877e7cc41c7
251.49ms,CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3831&tk=e503191f8e20
251.49ms,云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2977&tk=2aca1ad9a849
251.50ms,东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6370&tk=2aca1ad9a849
251.54ms,Motorbikes & Engines,https://motors.playout.vju.tv/motors/main.m3u8
251.63ms,东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4864&tk=e503191f8e20
251.69ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8225&tk=97475bb89d45
251.83ms,The Grappling Network (1080p),https://d1vwakhda3vp6p.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/STIRR-MuxIP-TheGrapplingNetwork/236.m3u8
251.90ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8921&tk=7877e7cc41c7
251.97ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7018&tk=e503191f8e20
252.00ms,吉林卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1965&tk=2aca1ad9a849
252.00ms,Cloudflare TV (720p),https://cloudflare.tv/hls/live.m3u8
252.01ms,AfroLandTV (1080p),https://alt-al.otteravision.com/alt/al/al.m3u8
252.12ms,烤全羊,https://vd3.bdstatic.com/mda-mmj8nq3seh9ffdnh/hd/cae_h264_delogo/1643139052644510616/mda-mmj8nq3seh9ffdnh.mp4?
252.21ms,CCTV5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1947&tk=7877e7cc41c7
252.22ms,东方财经,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4946&tk=97475bb89d45
252.39ms,TVB星河,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6034&tk=2aca1ad9a849
252.41ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8738&tk=97475bb89d45
252.51ms,CHC家庭影院,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1148&tk=97475bb89d45
252.56ms,japanhdv,http://rhsbjv7k.tvclub.xyz/iptv/QR4G6UT6U7R2EG/6225/index.m3u8
252.58ms,got,http://162.19.243.184/708/mono.m3u8?token=M4f082ab4c
252.62ms,CCTV法语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9031&tk=2aca1ad9a849
252.68ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7976&tk=e503191f8e20
252.70ms,Mundo Pequeño,https://stream.ads.ottera.tv/playlist.m3u8?network_id=3366
252.73ms,CCTV12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3856&tk=e503191f8e20
252.83ms,CCTV16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8093&tk=7877e7cc41c7
252.83ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0763&tk=7877e7cc41c7
252.84ms,CCTV兵器科技,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9068&tk=97475bb89d45
252.99ms,甘肃卫视,https://stream1.freetv.fun/cf962927d8868ae24438dd74043f16685c2205ec8c0f913b17d11fe81e3d348a.m3u8
253.02ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7518&tk=e503191f8e20
253.13ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7590&tk=7877e7cc41c7
253.27ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2831&tk=97475bb89d45
253.28ms,新虎口遐想,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4?auth_key=1655295819-0-0-df94f7531d93ff90ad12888c89a672ca&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3219421685&vid=8705230262897615568&abtest=all
253.34ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3845&tk=2aca1ad9a849
253.42ms,上海外语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0755&tk=97475bb89d45
253.64ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4430&tk=e503191f8e20
253.76ms,中视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3443&tk=e503191f8e20
253.84ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4892&tk=e503191f8e20
253.90ms,CCTV15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1794&tk=97475bb89d45
253.91ms,东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2264&tk=97475bb89d45
253.95ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0235&tk=7877e7cc41c7
254.00ms,裸眼3D2,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/sc/mda-mdfijn4crxseyky0.mp4
254.00ms,CCTV14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1829&tk=97475bb89d45
254.01ms,翡翠台,http://aktv.top/AKTV/live/aktv3/rockaction/AKTV.m3u8
254.02ms,CCTV5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0404&tk=7877e7cc41c7
254.03ms,北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
254.04ms,CCTV15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0676&tk=7877e7cc41c7
254.07ms,精选dj,https://vd3.bdstatic.com/mda-mm68drt808w1nins/720p/h264/1638861890075163680/mda-mm68drt808w1nins.mp4
254.12ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4722&tk=7877e7cc41c7
254.13ms,TVB无线新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5182&tk=7877e7cc41c7
254.14ms,CCTV15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4020&tk=2aca1ad9a849
254.15ms,CCTV14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1234&tk=e503191f8e20
254.20ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5869&tk=e503191f8e20
254.23ms,CCTV17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2025&tk=e503191f8e20
254.25ms,执迷不悔–刘惜君,https://vd3.bdstatic.com/mda-ne2q5iji4vf1qpbm/hd/cae_h264_delogo/1651597628776115583/mda-ne2q5iji4vf1qpbm.mp4
254.27ms,东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2562&tk=7877e7cc41c7
254.35ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7063&tk=e503191f8e20
254.35ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3678&tk=97475bb89d45
254.36ms,2003年春晚,https://txmov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
254.46ms,CCTV8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1707&tk=2aca1ad9a849
254.53ms,新情歌DJ,https://vd3.bdstatic.com/mda-mkm49f32vcaf16y0/sc/cae_h264/1637551531193286304/mda-mkm49f32vcaf16y0.mp4
254.57ms,五星体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4759&tk=7d4ad8f156e3
254.57ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3402&tk=7d4ad8f156e3
254.61ms,松视1台,http://18.svi-studio.com:8880/live/584830114073/800309151021/5.m3u8
254.61ms,ph,http://162.19.243.184/707/mono.m3u8?token=M4f082ab4c
254.67ms,pocket.watch,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5dae0a40e8ee0d000975e99b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b6273-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=298d60df-b4bb-48e1-8d15-ae444466d9d9
254.74ms,CCTV14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3166&tk=e503191f8e20
254.79ms,CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0674&tk=7877e7cc41c7
254.84ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7442&tk=2aca1ad9a849
254.85ms,CCTV西班牙语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4199&tk=7877e7cc41c7
254.86ms,Now星影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7170&tk=2aca1ad9a849
254.86ms,东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3373&tk=2aca1ad9a849
254.93ms,内蒙古卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1958&tk=7877e7cc41c7
254.95ms,东方影视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7895&tk=97475bb89d45
254.96ms,中视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8080&tk=97475bb89d45
254.97ms,24 Horas Internacional [Geo-blocked],https://rtvelivestream.akamaized.net/rtvesec/24h/24h_main_dvr.m3u8
254.98ms,TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9815&tk=e503191f8e20
255.02ms,你的酒馆对我打了烊陈雪凝,https://vd3.bdstatic.com/mda-ka59e4w0qxxsxnt0//mda-ka59e4w0qxxsxnt0.mp4?pd=19&vt=1
255.05ms,云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2747&tk=7877e7cc41c7
255.06ms,[BD]庆元新闻综合,https://stream1.freetv.fun/qing-yuan-xin-wen-zong-he-1.ctv
255.10ms,CCTV8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1794&tk=7877e7cc41c7
255.13ms,亚洲新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6229&tk=2aca1ad9a849
255.15ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8079&tk=e503191f8e20
255.17ms,劲爆舞曲DJ,https://vd2.bdstatic.com/mda-mkjdym3r2h7y5a58/sc/cae_h264/1637440648941328664/mda-mkjdym3r2h7y5a58.mp4
255.24ms,CCTV16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7146&tk=97475bb89d45
255.33ms,hu,http://162.19.243.184/714/mono.m3u8?token=M4f082ab4c
255.34ms,性尸走肉,https://video2.51daao.com/btt1/2021/05/20210529/U89l43r5/index.m3u8
255.37ms,红烧海茄子,https://vd2.bdstatic.com/mda-ne9adpzib1w2s7i6/480p/h264/1652168146543774177/mda-ne9adpzib1w2s7i6.mp4?
255.39ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2607&tk=97475bb89d45
255.40ms,CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3810&tk=2aca1ad9a849
255.42ms,CHC家庭影院,https://pi.0472.org/chc/jt.m3u8
255.47ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8071&tk=e503191f8e20
255.49ms,CCTV15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0899&tk=7877e7cc41c7
255.54ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6458&tk=97475bb89d45
255.54ms,内蒙古卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4436&tk=e503191f8e20
255.66ms,BET Gospel,http://fl2.moveonjoy.com/BET_GOSPEL/index.m3u8
255.70ms,东方影视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5594&tk=7d4ad8f156e3
255.72ms,CCTV12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3980&tk=7877e7cc41c7
255.73ms,CCTV5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5590&tk=97475bb89d45
255.78ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7607&tk=97475bb89d45
255.85ms,VIUTV6 96,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1035&tk=97475bb89d45
255.92ms,CCTV12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8890&tk=2aca1ad9a849
255.94ms,Amga TV (720p) [Not 24/7],https://streamer1.connectto.com/AMGA_WEB_1202/playlist.m3u8
256.00ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8978&tk=7877e7cc41c7
256.03ms,bl,http://162.19.243.184/715/mono.m3u8?token=M4f082ab4c
256.03ms,东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6363&tk=7877e7cc41c7
256.28ms,CineLife,https://magnolia-cinelife.amagi.tv/hls/amagi_hls_data_magnoliaA-cinelife-oando/CDN/playlist.m3u8
256.42ms,不再痴情-黄静美,https://vd2.bdstatic.com/mda-mguiyws4cia6d0rf/1080p/cae_h264/1627568961141809995/mda-mguiyws4cia6d0rf.mp4
256.47ms,五大联赛经典,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0178&tk=97475bb89d45
256.50ms,压牛头,https://vd4.bdstatic.com/mda-mmu8h5nnkp1t2nx0/hd/cae_h264_nowatermark/1640765166397502440/mda-mmu8h5nnkp1t2nx0.mp4?v_from_s=hkapp-haokan-hbe&auth_key=1655037944-0-0-f50ab04c7a5b2b0222cbdfe18027060a&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0944182032&vid=10952301425040950838&abtest=all
256.51ms,世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1096&tk=7877e7cc41c7
256.58ms,[HD]abc news live 1 (720p),https://stream1.freetv.fun/abc-news-live-1-2.m3u8
256.67ms,上海外语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9544&tk=2aca1ad9a849
256.71ms,CCTV10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3065&tk=e503191f8e20
256.73ms,CCTV11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6464&tk=2aca1ad9a849
256.75ms,东森新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4377&tk=7877e7cc41c7
256.86ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3847&tk=2aca1ad9a849
257.00ms,Ace TV (KCKS-LD3) (480p),https://cdn.igocast.com/channel3_hls/channel3_master.m3u8
257.27ms,CCTV10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9581&tk=7877e7cc41c7
257.29ms,SWAG去粉丝家当女佣,https://video2.51daao.com/btt1/2020/12/20201230/ciAPXuPx/index.m3u8
257.41ms,Thrill,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1834&tk=7877e7cc41c7
257.53ms,CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1094&tk=e503191f8e20
257.61ms,CCTV15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7170&tk=97475bb89d45
257.62ms,「韩」佳仁-ParadiseLost,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgy9j64wUogPOGEQ.mp4
257.64ms,TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
257.66ms,CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3995&tk=7877e7cc41c7
257.66ms,CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3546&tk=97475bb89d45
257.72ms,CCTV8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0561&tk=e503191f8e20
257.74ms,Action (KCKS-LD4) (480p),https://cdn.igocast.com/channel4_hls/channel4_master.m3u8
257.77ms,中天亚洲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2663&tk=2aca1ad9a849
257.82ms,GO Live (Brunei),https://d1211whpimeups.cloudfront.net/smil:rtbgo/chunklist.m3u8
257.82ms,CCTV15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7049&tk=97475bb89d45
257.97ms,CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1134&tk=7877e7cc41c7
258.04ms,CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2050&tk=e503191f8e20
258.12ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6963&tk=2aca1ad9a849
258.15ms,japanhdv,http://rhsbjv7k.tvclub.xyz/iptv/4628FRVFBAMNVW/6225/index.m3u8
258.19ms,龙华经典,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
258.19ms,CCTV10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9709&tk=97475bb89d45
258.22ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0312&tk=97475bb89d45
258.39ms,CCTV8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0361&tk=7877e7cc41c7
258.43ms,CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2992&tk=e503191f8e20
258.59ms,优漫卡通,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4915&tk=97475bb89d45
258.61ms,Manatee Schools Television MSTV (Manatee County FL) (1080p),https://reflect-mcsb-vod.cablecast.tv/live-16/live/live.m3u8
258.63ms,BET Her East,http://fl2.moveonjoy.com/BET_HER/index.m3u8
258.66ms,CCTV俄语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5266&tk=7877e7cc41c7
258.68ms,MDIITMA,http://hls.tmacaraibes.com/live/index.m3u8
258.69ms,三沙卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4215&tk=7d4ad8f156e3
258.70ms,KidsClick (720p) [Geo-blocked],https://usgeowall.sinclairstoryline.com/channel/1698bf57810a48c486b83d542bca298d.m3u8
258.74ms,CCTV9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7226&tk=7877e7cc41c7
258.76ms,中国女孩在监狱第4部分,http://13216.vod.redtraffic.xyz/ph57e3d9618a6bd/play.m3u8
258.79ms,CCTV11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0691&tk=e503191f8e20
258.81ms,绝美情歌dj,https://vd2.bdstatic.com/mda-mkp952u577gbq8uc/sc/cae_h264/1637737197319948432/mda-mkp952u577gbq8uc.mp4
258.81ms,TUDN,https://dai.google.com/linear/hls/event/LKaz-eTgQvawHshATl-Qdw/master.m3u8
258.81ms,五星体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0485&tk=97475bb89d45
258.85ms,翡翠台,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
258.91ms,CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2095&tk=e503191f8e20
259.00ms,Nicole Scherzinger - Try With Me -[156M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_6i34gUozK7Klgc.mp4
259.13ms,TVB明珠剧集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5300&tk=97475bb89d45
259.15ms,Nudu,https://d1p0bzoad08w6e.cloudfront.net/encode/nudu.m3u8
259.20ms,Now星影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7421&tk=97475bb89d45
259.22ms,Lakewood CityTV (720p),https://s3-us-west-2.amazonaws.com/lakewood.castus-vod/live/ch1/video.m3u8
259.27ms,Yosso TV Sexy,http://rhsbjv7k.tvclub.xyz/iptv/QR4G6UT6U7R2EG/14176/index.m3u8
259.27ms,CCTV8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1087&tk=97475bb89d45
259.48ms,开化电视台,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8zzhed
259.48ms,CCTV5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4708&tk=e503191f8e20
259.57ms,TVBS,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6129&tk=97475bb89d45
259.59ms,playboy plus,http://rhsbjv7k.tvclub.xyz/iptv/QR4G6UT6U7R2EG/6242/index.m3u8
259.61ms,VIUTV 99,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1841&tk=97475bb89d45
259.76ms,CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0156&tk=2aca1ad9a849
259.84ms,关于本源(iptv365.org),https://gitlab.com/p2v5/wangtv/-/raw/main/about1080p.mp4
259.93ms,Buena Park Television (360p),https://buenapark.cablecast.tv/live/stream-1/live.m3u8
260.04ms,CCTV风云音乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0240&tk=97475bb89d45
260.04ms,内蒙古卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9135&tk=7877e7cc41c7
260.14ms,MDIIFistmusic,http://hz1.teleport.cc/HLS/HD.m3u8
260.15ms,CCTV7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1130&tk=97475bb89d45
260.17ms,轮奸强势女上司,https://video2.51daao.com/btt1/2021/08/20210823/3CZtoYAi/index.m3u8
260.18ms,Pluto TV Hogar (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dd6ab8056beb000091fc6b6/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=
260.27ms,爱情情歌dj网,https://vd2.bdstatic.com/mda-mkq4iax6ed1yimay/sc/cae_h264/1637837116068761026/mda-mkq4iax6ed1yimay.mp4
260.30ms,[BD]庆元新闻综合,https://stream1.freetv.fun/qing-yuan-xin-wen-zong-he-2.ctv
260.30ms,上海外语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6608&tk=e503191f8e20
260.32ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0637&tk=97475bb89d45
260.33ms,CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4987&tk=7877e7cc41c7
260.36ms,TVB翡翠剧集,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
260.46ms,凤凰中文,http://cdn.132.us.kg/live/fhzw/stream.m3u8
260.46ms,翡翠台,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
260.47ms,多重人格为爱而欲,https://video2.51daao.com/btt1/2021/08/20210811/6UA0l2EJ/index.m3u8
260.48ms,牛肉汤,https://vd3.bdstatic.com/mda-ncg7mynaykcnexuw/480p/h264_delogo/1647496893316677116/mda-ncg7mynaykcnexuw.mp4?
260.58ms,CCTV14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6590&tk=2aca1ad9a849
260.58ms,CCTV俄语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0242&tk=2aca1ad9a849
260.59ms,CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4844&tk=7877e7cc41c7
260.66ms,TVB明珠,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3996&tk=2aca1ad9a849
